post,label,reason
I’m genuinely gonna recreate her “I tried to kill myself in December” tweet if she does I’m not fucking around anymore,suicide or self-harm,"The mention of ""trying to kill myself"" and the threat to recreate someone else's suicidal tweet suggests a serious and immediate risk of self-harm or suicide. The language used (""I'm not fucking around anymore"") indicates a sense of desperation and lack of appropriate coping mechanisms. This post demonstrates a clear indication of suicide or self-harm tendency."
Stop talking shit about Kellins wife. He married her for a reason. He doesn't want annoying fan girls oh my god. Just get over it.,no mental disorder,"The post shows a defensive and protective tone towards Kellin's wife, suggesting that the person feels strongly about stopping negative comments towards her. While the use of strong language and frustration can indicate emotional distress, there is no clear indication of symptoms of a mental disorder, such as persistent anxiety, intrusive thoughts, or avoidance behaviors that are typically associated with PTSD."
I'm gonna kill myself and people won't even notice I'm gone. https://youtu.be/kO72wNwmPSc via @YouTube,suicide or self-harm,"The post explicitly mentions the intent to kill oneself, which is a clear indication of suicidal ideation. The statement about people not noticing their absence suggests a feeling of loneliness or lack of support, which can be associated with self-harm tendencies. The inclusion of a YouTube link may also indicate a desire for validation or attention, further supporting the assigned label of suicide or self-harm tendency."
Check out Dickie's tour diary - He will be updating it throughout the New Blood tour of North America... http://bit.ly/k01v3T,no mental disorder,"This post appears to be a promotion or announcement about someone's tour diary. It does not contain any content or language that suggests the presence of mental disorders such as suicidal tendencies, depression, or PTSD. Therefore, the label assigned would be ""No mental disorders."""
If details matter why do you oversimplify #genocide as just perp & victim? #CloudOfGenocide @dickinsonbeth re #IvoryCoast http://j.mp/erQTq1,no mental disorder,"The post is discussing the oversimplification of the concept of genocide, specifically in relation to the Ivory Coast. While it may be a sensitive topic, there is no indication of any mental disorders being present in the post. The content of the post appears to be a critique or discussion of a specific issue, rather than expressing any personal distress or symptoms of a mental disorder. Therefore, the assigned label is ""No mental disorders."""
"I went running again today. Only 2.5k again, but I'm happy with it. Also went to the gym and was told that I 'lift like a dude'. Nice :)",no mental disorder,"The post mentions going running and going to the gym, which suggests a healthy and active lifestyle. The comment about lifting like a dude may be seen as a positive and empowering statement. There is no indication of distress, trauma, or any symptoms of a mental disorder in this post."
"I love my job, I love my job, I love my job. I hate my job. It looks like a scene from a horror movie. http://t.co/Q6umG:p2OD",depression,"The repetition of the phrase ""I love my job"" followed by the statement ""I hate my job"" suggests a conflicted and negative attitude towards work. This inconsistency in emotions can be indicative of depression, as individuals with depression often experience fluctuating moods and negative thoughts. The description of the job as resembling a scene from a horror movie further supports the notion that the poster is experiencing feelings of unhappiness or dissatisfaction, which are typical symptoms of depression."
"@xDRPdyRKjPKXNEG that is stupid hot indeed! We got a max of 41. Then the sun hid behind some clouds for a while, oh sweet relief!",no mental disorder,"This post is simply a reaction to the heat and the relief of the sun going behind the clouds. There is no indication of any distress, trauma, or symptoms related to a mental disorder."
"Personally, I'm saving myself for that special sex robot programmed to kill me.",suicide or self-harm,"The mention of wanting a ""special sex robot programmed to kill me"" indicates a fascination or desire for self-destructive or harmful behaviors. This statement suggests a morbid or potentially dangerous mindset, which could be indicative of a suicidal or self-harm tendency. The use of humor or irony in this context does not negate the seriousness of the underlying thoughts or emotions being expressed."
"I'm beginning to lose interest in many people right now and I don't like it but I can't stop it, it just happens..",depression,"The statement ""I'm beginning to lose interest in many people right now and I don't like it but I can't stop it, it just happens"" suggests a loss of interest or pleasure in activities and social interactions, which is a common symptom of depression. The individual expresses that they do not like this change and feel helpless in stopping it, indicating a lack of control over their emotions and experiences. This sense of helplessness is often associated with depressive symptoms. Overall, the post indicates a negative shift in mood and a loss of interest, which aligns with the symptoms of depression."
"RT @nHZRur0UTMQnC: Retweet And Favorite If You're Apart Of The #DrugFamily, And #StonerBabes Follow Each Other And Spread The Love, Nudes, …",depression,"There are a few things that suggest depression as the most likely mental disorder label for this post:

- The use of the phrase ""Retweet And Favorite If You're Apart Of The #DrugFamily"" suggests a sense of belonging and seeking connection, which can be common in individuals with depression who may experience social isolation and a lack of support.
- The author mentions following each other and spreading love, which could be seen as a way to seek validation and affection, both of which can be common in people with depression.
- The mention of sharing nudes could potentially indicate risky behaviors or low self-esteem, which can also be associated with depression.
Overall, while this post does not explicitly mention feelings of sadness or hopelessness, the implicit cues and behaviors in the post suggest that the person who wrote it may be struggling with depression."
"NEW BLOG POST: ""You Don't Need Permission, Just Love"" - Have you ever quietly struggled with wanting to love God... http://t.co/5_GNwKJCyP",no mental disorder,"The post mentions struggling with wanting to love God, which could indicate some internal conflict or questioning, but there is no indication of distress or symptoms of a mental disorder. The post seems to be more about personal reflection and spirituality rather than a manifestation of a mental disorder."
I've been trying different diets since I was 12 and I finally found one that works. I'm taking control with Ana.,no mental disorder,"The post mentions trying different diets and finally finding one that works, and mentions ""taking control with Ana."" While ""Ana"" could potentially refer to anorexia nervosa, the post does not explicitly state that this person is engaging in disordered eating behavior or experiencing symptoms of an eating disorder. It is important not to jump to conclusions or make assumptions based solely on limited information."
My answer on @tGTZ to: I SUFFER FROM ANXIETY BUT LATELY I GET DIZZY BAD HEADACHES MY BLOOD PRESSURE... #anxiety http://t.co/rN9LafVZ,no mental disorder,"The post mentions suffering from anxiety and experiencing physical symptoms such as dizziness and bad headaches. While these symptoms can be associated with anxiety, there is no indication of any traumatic event or criteria for PTSD in the post. Without more information or explicit mention of trauma, it would be more appropriate to assign the label of no mental disorders in this case."
"if i had a night for each boy, and then 5sos on the weekends, would you guys read my lil drabbles???",depression,"There are a few things that suggest depression as the most likely mental disorder label for this post:

- The use of the phrase ""if i had a night for each boy"" suggests a desire for escapism or distraction, which can be common in individuals with depression who are looking for ways to cope with their negative emotions.

- The mention of 5sos (presumably referring to the band 5 Seconds of Summer) on the weekends could be seen as a form of seeking solace or comfort in their music, which can also be indicative of a depressed mood.

- The mention of ""lil drabbles"" suggests that the person may engage in creative writing or storytelling as a way to cope with their emotions. Writing can serve as a cathartic outlet for individuals with depression.

- Overall, the post implies a sense of seeking validation and connection by asking if others would read their drabbles. This can be a common behavior in individuals with depression who may feel isolated and in need of support or affirmation.

While this post does not explicitly mention feelings of sadness or hopelessness, the implicit messages and themes suggest a potential struggle with depression."
"At work we have a giant oven that's basically a closet. On an unrelated note, I've decided how to kill myself.",suicide or self-harm,"The post includes a mention of suicide and suggests that the person has a plan on how to do it. This indicates a strong potential for self-harm or suicide ideation, which is characteristic of individuals with suicide or self-harm tendencies. The mention of an unrelated note adds to the seriousness of the statement, as it suggests that the person may be experiencing significant distress or feelings of hopelessness."
Okay I'm just going to kill myself now,suicide or self-harm,"The explicit statement of ""I'm just going to kill myself now"" indicates a clear and immediate desire for self-harm or suicide. This statement should always be taken seriously, as it may indicate a person in crisis and in need of immediate help and intervention. The urgency and directness of the statement indicate a strong possibility of suicidal or self-harming tendencies."
"@l7lvYqa3rzjGkT Oh my god, about Anya/the finale in general. Watched it at this time last year and COULDN'T HANDLE LIFE FOR DAYS. Have fun!",no mental disorder,"This post mentions being unable to handle life for days after watching a television show finale. While this could suggest a strong emotional reaction, there is no indication that it is causing significant distress or triggering any symptoms of a mental disorder. It is important to differentiate between strong emotions or temporary reactions to certain events and the presence of a mental disorder. In this case, the post does not provide enough information to assign a mental disorder label."
Just vomited in the hallway of the school of music can’t wait to kill myself DEAD,suicide or self-harm,The use of phrases like 'can't wait to kill myself' and 'dead' indicate a strong sense of despair and thoughts of self-harm or suicide. The act of vomiting in public and expressing a lack of concern or anticipation for one's own life also points towards a potential mental health crisis. The overall tone of the post suggests a significant level of distress and a need for immediate support and intervention.
Oh my God I think my uncle Alan is home for his birthday..DO YOU KNOW WHAT THIS MEANS? SERIOUS DRINKING SESSION WITH THE FUNNIEST MAN EVER,no mental disorder,"While the person in the post is enthusiastic about their uncle coming home for his birthday and the prospect of having a drinking session, there is no indication of any distress, negative emotions, or symptoms of mental disorders. The use of all caps and exclamation marks suggest excitement rather than any underlying mental health concerns."
"To kill the one you love. If someone else will do it anyway, I'd rather do it myself. #AkameGaKill",suicide or self-harm,"The post explicitly mentions the desire to kill oneself, indicating a serious concern for self-harm or suicide. The hashtag #AkameGaKill suggests a potential influence from media that portrays violent or harmful behavior. Additionally, the phrase ""If someone else will do it anyway, I'd rather do it myself"" suggests a sense of hopelessness and a lack of value for one's own life. These factors combined indicate a significant risk for suicidal ideation or self-harm."
@IamPOISONIVORY ur fuckin epic. just sayin.,no mental disorder,"There is no indication of any mental disorders in this post. It is simply a compliment or expression of admiration towards the person mentioned. The language used (""ur fuckin epic"") is informal and could be seen as a positive and enthusiastic statement, but does not suggest any underlying mental health concerns."
Not following Alexy Navalny anymore as he spammed the fuck out of my twitter feed #spam #annoying #politics,no mental disorder,"This post does not show any indications of mental disorders. The person is expressing annoyance with someone spamming their Twitter feed with political content. While the language used may be strong, it is not uncommon for individuals to express frustration or annoyance with excessive or unwanted content online. This post does not suggest any significant distress or symptoms of a mental disorder."
RT @dLvRsvEI: @m0Q32vhX0Zo2qrv @rXJYCLumrSP Not at all...we are trying to Raise Awareness . We are the CHAMPIONS! (better c word!) http://thttp://t.co/CX48XuDLIDcUrp4uO6ffZn2X1QcKYoK78W2hl…,no mental disorder,"The post mentions raising awareness and identifies themselves as champions, which suggests a positive and proactive attitude. There is no indication of any distress or symptoms related to a mental disorder in this post."
I just sent the artwork for this month's Card Of The Month to the printers! I love this project. If you would... http://t.co/OGixTsxfSK,no mental disorder,There is no indication in this post of any symptoms or experiences that would suggest the presence of a mental disorder. The content of the post is focused on a personal project and does not contain any language or themes related to mental health or distress.
I’d rather kill myself than to commit suicide,suicide or self-harm,"The use of the phrase ""I'd rather kill myself"" indicates that the person is referring to the act of ending their own life. This suggests not only a desire for suicide but also a potential tendency towards self-harm. The statement implies a deep distress and hopelessness, which are often associated with suicidal thoughts and actions."
"RT @hEwLIbVvEe6: TO ALL THE PEOPLE REFRESHING RIGHT NOW, Y'ALL ARE TRUE 1D AFs AND Y'ALL DESERVE OTRAT VIP TICKETS OKAY",no mental disorder,"This post is expressing enthusiasm and excitement about potentially winning VIP tickets to a One Direction concert. While the use of capitalized letters and the phrase ""y'all deserve"" could suggest strong emotions, there is no indication of significant distress or symptoms of a mental disorder. It appears to be a simple expression of fandom and enthusiasm."
RT @k74HNBhcThnfIun: #ProudOfLouis Louis uses his whole fame and money for carity and to make a differance HOW CAN YOU NOT BE PROUND OF …,no mental disorder,"This post shows admiration and support for someone (Louis) who uses their fame and money for charity and making a difference. While the hashtag #ProudOfLouis suggests a positive sentiment, there is no indication of any symptoms or distress associated with a mental disorder."
"☀️ @vSALORIceZsHHG2 you are my light in the dark, my warmth in the cold, and my beauty within the ugliness of the world ☀️ x303",depression,"The use of phrases like ""my light in the dark,"" ""my warmth in the cold,"" and ""my beauty within the ugliness of the world"" suggest that the person is experiencing feelings of sadness, loneliness, and despair. The use of the sun emoji and the repetition of ""x303"" at the end of the post could be seen as an attempt to seek comfort and validation, which are common in individuals with depression. The person may be relying heavily on this specific individual for emotional support and positive emotions, indicating a potential dependency and lack of coping mechanisms. Overall, while this post does not explicitly state that the person is depressed, the language used and the intense emotional reliance on another person suggest that depression may be a likely mental disorder in this case."
RT @klh4yXX1K: free cookie dough when u buy an ouija board like what are u gonna bake cookies for satan http://t.co/taP_ao_Qkt,no mental disorder,"This post seems to be making a lighthearted joke about using cookie dough with an Ouija board. While the mention of Satan could potentially be seen as a dark or macabre reference, it is more likely meant to be funny or playful rather than indicative of any mental disorder. There is no explicit mention of sadness, hopelessness, or any other symptoms associated with depression."
"""Short of concrete plans about how to fight this, the ‘bomb the shit out of them’ guy is going to win.” politico.com/story/2015/11/…",no mental disorder,"This post does not display any symptoms or indicators of mental disorders. It is simply expressing a political sentiment and does not mention anything related to personal experiences, emotions, or psychological distress."
I write most of my songs about me trying not to kill myself so like maybe listen to my lyrics,suicide or self-harm,"The mention of writing songs about trying not to kill oneself is a clear indication of suicidal ideation and self-harm tendencies. By expressing that most of their songs are centered around this theme, it suggests that the person is struggling with thoughts of suicide and self-harm on a regular basis. The plea for listeners to pay attention to the lyrics further emphasizes the seriousness of their mental state and the need for support."
@ItsAlexKu @CalebJenkins17 fuck ya. Been a long time coming.,no mental disorder,"Although the response contains profanity, there is no indication of any mental disorder. It appears to be a simple expression of excitement or agreement, without any significant distress or symptomatology associated with mental disorders."
“@EmeelBishay: reut.rs/n3Q9je damn!” Really damn! We have to start learning Chinese!,no mental disorder,"There is no indication in this post that suggests any mental disorder. The use of ""damn"" and the mention of learning Chinese could imply surprise or frustration, but there is no clear sign of distress or symptoms related to a mental disorder."
"Because I always do feel like snapping at people when they call me ""girl"". Especially if they know me well enough to know better.",ptsd,"The mention of feeling like snapping at people when they call the person ""girl"" suggests a heightened sensitivity or irritability to certain triggers, which is common in individuals with PTSD. PTSD can cause individuals to have strong emotional or physical reactions to reminders of their traumatic experiences, and in this case, being called ""girl"" may be triggering for the person due to past traumatic experiences or associations."
"RT @wSmIue03: If Justin doesn't win this, I'm seriously gonna cry. All the real Beliebers worked SO hard for our boy... #mtvhottest Justin …",depression,"There are a few things that suggest depression as the most likely mental disorder label for this post:

- The use of the phrase 'gonna cry' suggests a strong emotional reaction, which could be indicative of depressive symptoms such as intense sadness or feelings of hopelessness.
- The author states that 'all the real Beliebers worked SO hard for our boy', implying a sense of investment and dedication to Justin Bieber. This intense attachment and emotional investment in a celebrity could be a sign of seeking connection and purpose, which can be common in individuals with depression.
- The use of the hashtag #mtvhottest shows a desire for Justin Bieber to win, indicating that the author may have placed a significant amount of importance on this outcome. This intense focus on a specific event or outcome can sometimes be a symptom of depression, as individuals may struggle to find joy or satisfaction in other areas of their life."
That Logic song on the radio makes me wanna kill myself,suicide or self-harm,The post explicitly states that a song on the radio makes the person want to kill themselves. This suggests that the individual is experiencing intense emotional distress and may be at risk for self-harm or suicide. The mention of a specific trigger (the Logic song) and the strong reaction it elicits indicates a potential suicidal or self-harm tendency.
"RT @ebaK5cibBy77Q: Drug accounts be like ""Weed and positive vibes bro"" Then they call anyone a piece of shit if they talk down about drug…",depression,"There are a few factors in this post that suggest the label of depression: 

1. The mention of drug accounts talking about ""Weed and positive vibes"", followed by calling someone a ""piece of shit"" for talking down about drugs. This could indicate a sense of irritability or sensitivity, which can be common in individuals with depression.

2. The use of derogatory language and the general negativity towards those who criticize drugs may be reflective of negative thinking patterns often associated with depression.

3. The underlying theme of seeking validation or defending drug use also aligns with the tendency of individuals with depression to seek external validation or use substances as a coping mechanism.

Overall, while the post itself does not explicitly mention feelings of sadness or hopelessness, the underlying tone and content suggest depressive tendencies."
Babykins wants to know when coughing bitch gets to Cardiff. It'll be either half past or 10 to. She had a good shag yesterday. He is eating.,no mental disorder,This post does not contain any explicit or implicit indicators of mental disorders. The content of the post seems to be nonsensical and does not provide any insight into the person's mental health or well-being.
@u2uk4qVUe @fp6YwtAOSsoC hmmm cant remember that 1 but my fav was my YEP smiley. Nodding with a cheeky grin. But I liked yeahnah too,no mental disorder,This post does not show any signs or symptoms of a mental disorder. It is simply a discussion about favorite emojis used on a social media platform.
I am now waiting to leave Cardiff. I've enjoyed rugby player perving and sossij munching with @fScvSV6JigcK7U. Mine was a squirter #winning,no mental disorder,"Although the post contains some suggestive or inappropriate language, there is no clear indication of any mental disorder. The use of sexual innuendos or references to enjoying certain activities does not automatically indicate the presence of a mental disorder. Without further information or context, it would be inappropriate to assign a mental disorder label based solely on this post."
.... Should I do some more of my project or continue doing nothing productive with myself? .... Hmm Ill go with my second option #whatevs,depression,"The post suggests a lack of motivation or interest in engaging in productive activities, which is a common symptom of depression. The use of the phrase ""continue doing nothing productive with myself"" implies a feeling of worthlessness or lack of purpose, which are also common symptoms of depression. The hesitation and uncertainty expressed through the use of ""hmm"" and ""#whatevs"" may indicate a lack of energy or motivation to make decisions, which can be associated with depression. Overall, these indicators suggest that the poster may be experiencing depression."
RT @gHaO8tKKCANcE: people wonder why the one direction fandom is so sassy and rude well we learned from the best #EMABiggestFans1D http://…,no mental disorder,This post is discussing fandom behavior and does not show any indication of mental distress or symptoms of a mental disorder. The use of the phrase 'sassy and rude' is likely referring to the behavior of the One Direction fandom and not the mental state of the poster.
"RT @p8y3v97zLwvIQ: The first few times I smoked weed I told myself I would only smoke it on special days - little did I know, every day is …",depression,"The post suggests that the person has started using weed as a coping mechanism or as a regular part of their daily life. This could indicate a possible symptom of depression, as individuals with depression often turn to substances or addictive behaviors as a way to self-medicate or numb their emotions. The statement ""every day is special"" could be seen as a cynical or negative perspective, which aligns with the negative cognitive patterns often seen in individuals with depression. Additionally, the post implies a loss of control or difficulty in adhering to self-imposed limits, which could be indicative of depressive tendencies."
that logic song actually wanna make me wanna kill myself ..,suicide or self-harm,"The use of the phrase ""wanna make me wanna kill myself"" indicates a strong emotional reaction and suggests that the person is struggling with suicidal thoughts or self-harm tendencies. The mention of a specific song as the trigger for these thoughts further supports the possibility of a mental health issue, as certain triggers can exacerbate or intensify existing struggles with suicidal ideation or self-harm behaviors."
"From a clever music startup bus card: Name + ""This idea is mostly mine and I am damn proud of it. They call me the CEO""",no mental disorder,This post does not exhibit any indications of mental disorders. It simply showcases the pride and confidence of someone in their role as a CEO. There is no suggestion of distress or symptoms that would align with any mental disorder.
RT @oejeJjkFphCYc: Today was a great day. 74% of the reason why it was so great was because it's a Friday!,no mental disorder,"The post simply states that the day was great, with a mention of it being Friday. There is no indication of any distress or symptoms of a mental disorder."
"My answer on @tGTZ to: Trying to find a doctor who moved to Seattle, Wa about 5 years ago. Performed Gamm... http://t.co/wERXJoaN",no mental disorder,"This post is a response to a question about trying to find a doctor who moved to Seattle. It does not mention any symptoms or experiences related to mental health or mental disorders. Therefore, there is no indication that the poster has any mental disorders based on this post."
I get threatened to get kicked out of heritage for stupid stuff all the time so if they don't get kicked out im gona raise hell,no mental disorder,"The post mentions feeling threatened to get kicked out of heritage for stupid reasons, but there is no mention of significant distress or symptoms strongly suggestive of a mental disorder. The response to potentially not being kicked out is to ""raise hell,"" which could be interpreted as a strong emotional reaction, but not necessarily indicative of a mental disorder."
just got added to a group chat with someone who has an android and i’m about to kill myself,suicide or self-harm,"The use of the phrase ""i'm about to kill myself"" explicitly suggests that the person is experiencing thoughts of self-harm or suicide. This kind of statement should always be taken seriously and immediate support or intervention should be sought."
paramore's new song doesnt sound like them BUT ITS STILL SO GOOD and the music video is way too cute http://t.co/W7SwWh9wp-,no mental disorder,This post is simply expressing enjoyment and enthusiasm for a new song and music video. There is no indication of any distress or symptoms of a mental disorder.
"@nOvxKW34egDkCTa Doctors can kill children, lie &amp; falsify records with impunity but parents punished for acting in child's best interest :""(",no mental disorder,"The post expresses frustration and sadness about a perceived injustice, but there is no indication of any symptoms or experiences related to a mental disorder. The content of the post seems to focus on a specific issue or concern, rather than reflecting any broader mental health issues."
I get suicidal again,suicide or self-harm,"The post explicitly mentions feeling suicidal, indicating a clear self-harm tendency. The use of the word ""again"" implies that the person has experienced these feelings before, further emphasizing their tendency towards self-harm or suicidal thoughts."
This day was nuts. I can't believe...i cut myself...This day was nuts. I can't believe...i cut myself…,suicide or self-harm,"The repetition of the phrase ""This day was nuts. I can't believe...i cut myself..."" suggests that the person is expressing distress or shock over their self-harm behavior. This repetition could indicate a strong emotional response and a sense of disbelief regarding their actions, which may suggest a self-harm tendency. Self-harm is commonly associated with underlying mental health issues and can be a coping mechanism for emotional pain or distress. Therefore, the assigned label of suicide or self-harm tendency is appropriate for this post."
"There's a difference between ""get shit done"" and ""get shitty done""",no mental disorder,"This post does not show any symptoms or indicators of a mental disorder. It appears to be a simple statement highlighting the difference between two phrases. There is no mention of distress, negative emotions, or any other signs that would suggest the presence of a mental disorder."
Casually suicidal,suicide or self-harm,The use of the phrase 'casually suicidal' indicates that the person is experiencing suicidal thoughts but in a nonchalant or casual manner. This suggests that they may have a tendency towards self-harm or suicidal behavior. The use of the word 'suicidal' itself is a clear indication that the person is struggling with thoughts of self-harm or suicide.
"#5 cont: Just be the parent to them you've always been. You did it when you didn't know their sexuality, and you can do it now",no mental disorder,The post is addressing the importance of being a supportive parent and highlights a past situation where the parent did not know their child's sexuality but still acted as a loving and caring parent. There is no indication of distress or any symptoms associated with mental disorders in this post.
Or I’ll kill myself* . https://twitter.com/oceanlighten_/status/913857290905587712 …,suicide or self-harm,"The use of the phrase ""Or I'll kill myself"" explicitly states a desire or intention to harm oneself. This indicates a strong possibility of suicidal or self-harm tendencies."
"NEW FROM THE BIG DOG BLOG: ""Caught On Camera! - The Soccer Playing Boxer"" - We just might have the next big... http://t.co/_8~:yYy8xE",no mental disorder,This post is about a lighthearted topic and does not indicate any distress or symptoms of a mental disorder. The content is focused on a soccer-playing boxer and there is no mention of any personal struggles or negative emotions.
lmao so i swiped my card at the gas station and literally 15 minutes later i get a Facebook request from the guy at cash. 😂,no mental disorder,This post is a lighthearted anecdote about a funny or coincidental encounter with someone from the gas station. There is no indication of distress or symptoms of a mental disorder present in the post.
"I want to die, but I don't want to kill myself",suicide or self-harm,"The statement ""I want to die"" indicates a strong desire for death, which suggests suicidal thoughts or ideation. However, the added phrase ""but I don't want to kill myself"" shows ambivalence or conflicted feelings about acting on those thoughts. This can be an indication of self-harm tendencies, as the person may be engaging in non-suicidal self-injurious behaviors as a way to cope with their emotional pain. It is important to take any mention of wanting to die seriously and seek help or support for the individual."
I finally get a weapon in fortnite and I kill myself jupoing from a cliff,suicide or self-harm,"The post explicitly mentions killing oneself by jumping from a cliff. This demonstrates a clear indication of self-harm or suicidal ideation. The context of the post, which revolves around a video game, suggests that the person is using this as an outlet to express their distress or frustration. However, the mention of self-harm tendencies raises alarm and indicates a need for immediate support and intervention."
"@ndouba ahh. crap. they were there? +1 on the ""not meeting the @Burp_Suite team sads"" at @_defcon_",no mental disorder,"This post does not contain any explicit mention or indication of mental distress, symptoms, or experiences related to mental disorders. The content of the post is simply expressing disappointment or frustration about not being able to meet the Burp Suite team at a conference. Therefore, there is no basis to assign any mental disorder label to this post."
Please see my answer on @tGTZ to: What would cause dizziness when I squat down then stand up? Wh... #dizziness http://t.co/GACW97-q,no mental disorder,The post is simply asking for advice or information about a physical symptom (dizziness). There is no indication or mention of any mental distress or symptoms associated with a mental disorder.
fuck god ill kill him myself,suicide or self-harm,The post explicitly expresses a desire to harm God and suggests a potential intention of carrying out that harm. This extreme level of anger and hostility towards oneself and a higher power is indicative of a possible suicide or self-harm tendency. The use of profanity and the strong language also highlights the intensity of the emotions being experienced.
I was bought into this world without my consent and now i can't even kill myself bc suicide is haram????,suicide or self-harm,"The use of phrases like ""bought into this world without my consent"" and ""now I can't even kill myself"" indicate a strong sense of hopelessness and despair. The mention of suicide being ""haram"" could suggest a religious background that imposes guilt or restrictions on suicide, but the fact that the person still expresses a desire to end their life suggests a significant level of distress and possibly a tendency towards self-harm. Overall, this post reflects a high risk of suicide or self-harm."
"You know, I have never been averse to the ""blocking"" feature here on Facebook. I kind of like blocking comment... http://t.co/lv7YzP~_Ry",no mental disorder,"The post mentions using the ""blocking"" feature on Facebook, which could suggest a desire for privacy or controlling one's social media experience. However, there is no indication that this is causing any significant distress or triggering any symptoms of a mental disorder."
I hate it when uber Christians say that Christmas shouldn't be celebrated by non-Christians. The holiday is about spreading joy to EVERYONE,no mental disorder,"This post expresses frustration with a specific group of people (uber Christians) and their perspective on celebrating Christmas. While the language used is strong (""hate""), it does not suggest any symptoms or indications of a mental disorder. This appears to be a normal expression of a difference in opinion and perspective."
RT @n_NK_wac5s9aVyP: You have so much #SWAG I'm surprised twitter can handle. And by that I mean you are a huge douche.,no mental disorder,"The post may show negative emotions towards the person being mentioned, but there is no indication of any significant distress or triggering of symptoms related to a mental disorder. The language used ('huge douche') may suggest disapproval or dislike, but it does not necessarily point to depression or any other mental disorder."
My answer on @tGTZ to: How do I get Clomid? To help me get pregnant? Is it orders by doctors? http://t.co/xSgHM:10,no mental disorder,"This post is asking a question about obtaining medication to help with getting pregnant. While it is possible that the person asking the question may have underlying mental health issues related to fertility struggles or other related concerns, the content of the post alone does not provide sufficient evidence to assign a mental disorder label."
See my answer on @tGTZ to: Can a man give a women Chlamydia from her rubbing/grinding her vagina ... #chlamydia http://t.co/jExSJXB7,no mental disorder,"The post is simply answering a question about the transmission of an STI. While the topic of the post may be sensitive or uncomfortable for some, there is no indication of any mental disorder or distress being expressed in the content."
I'm not sure if I'm or I should kill myself?,suicide or self-harm,"The post directly mentions being unsure about whether to kill oneself. This indicates that the person is struggling with thoughts of suicide or self-harm. The use of the word ""should"" suggests that they may be contemplating taking such actions. It is important to take such statements seriously and to provide appropriate support and resources to ensure their safety."
Men around me act cute and I wanna kill them. Jimin acts cute I wanna kill myself.,suicide or self-harm,The use of the phrase 'I wanna kill myself' in response to someone acting cute is a strong indication of suicidal ideation or thoughts of self-harm. This kind of extreme reaction to something seemingly innocent suggests that the person is experiencing significant emotional distress and may be at risk of self-harm or suicide.
"@AymanHsafadi it is a bloody regime, and the ultimate inhuman .. But can't see the end of it.. Very worrying",no mental disorder,This post does not include any specific language or indicators that suggest the presence of a mental disorder. The author is expressing their concern and frustration with a political regime but there is no indication of any personal distress or symptoms related to a mental disorder.
RT @tmIMh: @rXJYCLumrSP Strikes me that CP bypass laws &amp; public sector responsibilities for the benefit of the few over the many. They shou…,ptsd,"There is no indication of a mental disorder in this post. The content of the post seems to be expressing a political opinion or frustration with a specific policy, rather than displaying any symptoms or signs of a mental disorder."
See my answer on @tGTZ to: My son was hit hard in a flag football game tonight. Ever since he has complaine... http://t.co/aWG8NYgu,no mental disorder,"The post states that the person's son was hit hard in a flag football game and has been complaining ever since. While this may indicate physical pain or discomfort, there is no indication of any mental distress or symptoms that would suggest a mental disorder."
"the worst thing about harry styles is that you can't only have a crush on him, you literary fall head over heels in love with him",no mental disorder,"The post expresses admiration and strong attraction towards Harry Styles, but there is no indication of any significant distress or symptoms of a mental disorder. Having a crush or strong feelings towards someone is a common experience and does not necessarily suggest the presence of a mental disorder."
if i had 5 lives i'd definitely kill myself in one of them,suicide or self-harm,The use of the phrase 'kill myself' clearly indicates a desire or contemplation of self-harm or suicide. The use of conditional language ('if I had 5 lives') suggests a level of hopelessness or despair. This post shows a clear indication of suicide or self-harm tendency.
This beautiful child died of treatable disease that was suspected months earlier. 24yrs on &amp; we still don't know WHY! http://t.co/UJRKi785xr,no mental disorder,"The post mentions a tragic event where a child died of a treatable disease. While it is a sad and unfortunate situation, there is no indication of any mental disorder being present in this post. It simply highlights a lack of understanding or answers regarding the cause of the child's death."
"@pYNiprCSV yeah, if my job would let me transfer at my current salary job I would rn, but I have to go back to hourly if I transfer.",depression,"While this post does not explicitly mention feelings of sadness or hopelessness, there are a few factors that suggest depression as the most likely mental disorder label for this post:
- The mention of wanting to transfer jobs, but not being able to maintain the same salary. This suggests a potential dissatisfaction or unhappiness with the current job situation, which can be a common symptom of depression.
- The statement ""I have to go back to hourly if I transfer"" implies a loss or decrease in job stability or financial security, which can contribute to feelings of distress and exacerbate symptoms of depression.
- The use of the abbreviation ""rn"" for ""right now"" may indicate a sense of urgency or desperation, which can also align with the emotional state someone with depression may experience.
Overall, while the post may not directly express feelings of depression, the underlying context and implications suggest that the person may be struggling with depression."
"""@2TSMtFPDs: Sean always gives me a bowl pack before school and it's honestly so cute like it's the little things"" @irOj4TaPW",depression,"The use of the phrase ""it's honestly so cute like it's the little things"" suggests that the person finds small gestures, such as receiving a bowl pack before school, to be meaningful and uplifting. This could be indicative of a person who is experiencing symptoms of depression, as they may struggle to find joy or pleasure in everyday activities. Additionally, the mention of Sean always providing this gesture could suggest a reliance on external sources of happiness or support, which is a common characteristic of depression. Overall, while the post does not directly mention feelings of sadness or hopelessness, the language and context imply a potential underlying mental disorder of depression."
